"MMSI","ais_imo","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","npg_2026_phase_1","npg_2026_phase_2","vv_url","skylight_IMO","skylight_Vessel.Name","skylight_Flag","skylight_Vessel.Type","skylight_Category","skylight_Gear.Types","skylight_Length..m.","skylight_Skylight.Link","skylight_dark_rendezvous..Phase.1.","skylight_fishing_activity_history..Phase.1.","skylight_standard_rendezvous..Phase.1.","skylight_viirs..Phase.1.","skylight_Total..Phase.1.","skylight_dark_rendezvous..Phase.2.","skylight_fishing_activity_history..Phase.2.","skylight_standard_rendezvous..Phase.2.","skylight_viirs..Phase.2.","skylight_Total..Phase.2.","skylight_Grand.Total","skylight_Area.Presence","skylight_New.Vessel.since.2025..based.on.MMSI.","IHS_GrossTonnage","IHS_LengthOverallLOA.Meters.","IHS_YearOfBuild","IHS_ExName","IHS_PortofRegistry","CountryOfControlName","IHS_GroupBeneficialOwner","IHS_RegisteredOwner","IHS_RegisteredOwnerCountryOfRegistration","IHS_Operator","IHS_ShipManager","IHS_TechnicalManager","Non.Compliance.History..yes...sister.ship.","Type.of.Non.Compliance","Vessel.Non.Compliance.Description","SisterShip.s.Type.of.Non.Compliance","Sister.Ship.Non.Compliance.Description","SisterShipWithNonComplianceConcerns","Sources","phase1_2025","phase2_2025","phase1_2026"
"431600520",NA,"KIYOMARU NO.8","JM6434","JPN","fishing","pole_and_line",2026-05-27 08:22:40,"JPN","MISAKI",4,4.63,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/77737fe13-3506-9b33-c64d-d729dfece0ac?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,0,1997,"","NICHINAN, MIYAZAKI","JAPAN"," ","KIYO MARU SUISAN","","KIYO MARU SUISAN","KIYO MARU SUISAN"," ","","","","","","","",FALSE,TRUE,FALSE
"431600610",NA,NA,NA,"JPN","fishing","drifting_longlines",2026-05-09 05:26:44,"JPN","USUKI",4,22.75,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e1d92553-3733-31ee-f3fd-a5536760ec7a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1983,"","TSUKUMI, OITA","JAPAN","TSUKASA K","TSUKASA K","JAPAN","TSUKASA K","TSUKASA K"," ","","","","","","","",TRUE,FALSE,FALSE
"431600740",NA,"NO.15 FUKUSHOUMARU",NA,"JPN","fishing","drifting_longlines",2026-05-28 22:59:16,"JPN","KATSUURA",3,3.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/53c50a236-6cf0-9292-870f-dfdcf25c7c13?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1991,"RYOSEI MARU NO. 21","CHOSHI, CHIBA","JAPAN","SHOJI T","SHOJI T","JAPAN","SHOJI T","SHOJI T"," ","","","","","","","",TRUE,FALSE,FALSE
"431601572",NA,"SHINEI MARU",NA,"JPN","fishing","drifting_longlines",2026-05-20 05:41:49,"JPN","KATSUURA",4,11.75,0,2,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/504a17902-2a2c-dd50-cf97-137557e813cb?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431602086",NA,"MITSUMARU NO.11",NA,"JPN","fishing","drifting_longlines",2026-05-12 23:36:13,"JPN","KATSUURA",4,19,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2d3dfadf-fc85-0ed3-26b9-64277014c8a3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2001,"","KIHOKU, MIE","JAPAN","WAKI K","WAKI K","JAPAN","WAKI K","WAKI K"," ","","","","","","","",TRUE,FALSE,FALSE
"431602346",NA,"KORYOMARU NO.3",NA,"JPN","fishing","drifting_longlines",2026-05-20 02:07:15,"JPN","SENDAI",4,11.88,0,8,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f15823826-6723-dbad-2fee-0620bef09f4d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431629000","9896660","SHOFUKU MARU NO.1","7KFY","JPN","fishing","drifting_longlines",2026-05-22 09:48:17,"JPN","KESENNUMA",3,9.58,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a8d3d84d9-9455-6d24-57ae-4ccfce3c67e3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431657000",NA,"WAKASHIO MARU NO86",NA,"JPN","fishing","squid_jigger",2026-05-10 03:16:00,"JPN","KESENNUMA",4,21.83,0,6,10,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8be4f4354-488d-b55b-8394-da25960808c1?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431680103",NA,"AOIMARU NO.1",NA,"JPN","fishing","fishing",2026-05-28 16:54:13,"JPN","NAHA",3,3.29,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5b319fe47-75c6-f8f5-8366-8c78eef56c4a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431700140",NA,"SHINEIMARU NO.17","JE3114","JPN","fishing","drifting_longlines",2026-05-21 02:07:51,"JPN","KESENNUMA",4,10.88,0,2,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2388d45a5-59cd-44a0-46e7-7c3f54665d04?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,39.85,1993,"","KESENNUMA, MIYAGI","JAPAN"," ","SHINEI SUISAN","JAPAN","SHINEI SUISAN","SHINEI SUISAN"," ","","","","","","","",TRUE,FALSE,FALSE
"431700250",NA,"NO15 CHIDORIMARU","JNMN","JPN","fishing","squid_jigger",2026-05-14 19:21:24,"JPN","HACHINOHE",4,17.17,0,2,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b8472a149-956c-7ab0-3567-86b1de21b431?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,0,1986,"MATSU MARU NO. 38","HACHINOHE, AOMORI","JAPAN","CHIDORI","CHIDORI","JAPAN","CHIDORI","CHIDORI"," ","","","","","","","",FALSE,TRUE,FALSE
"431700310",NA,"KIYOMARU NO3",NA,"JPN","fishing","squid_jigger",2026-05-10 02:38:16,"JPN","HACHINOHE",4,21.88,0,6,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8ab9fde6c-c8a9-0d6c-9fba-00d344da46d3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,0,1996,"CHOKO MARU NO. 58","TOKYO","JAPAN","OKANUMA K","OKANUMA K","JAPAN","OKANUMA K","OKANUMA K"," ","","","","","","","",FALSE,TRUE,FALSE
"431700574",NA,"GENEIMARU NO78",NA,"JPN","fishing","squid_jigger",2026-05-13 17:12:20,"JPN","HACHINOHE",4,18.25,0,5,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/35caced42-2a22-5b8e-e839-adda94b065d8?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,0,2003,"","HACHINOHE, AOMORI","JAPAN"," ","YAMATSU YACHI SHOTEN","","YAMATSU YACHI SHOTEN","YAMATSU YACHI SHOTEN"," ","","","","","","","",FALSE,TRUE,FALSE
"431700589",NA,"NO81GENEIMARU",NA,"JPN","fishing","squid_jigger",2026-05-20 02:51:24,"JPN","HACHINOHE",4,11.88,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3f4821746-607a-0651-bcc3-736b7b75b7ab?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,0,2004,"","HACHINOHE, AOMORI","JAPAN"," ","YAMATSU YACHI SHOTEN","","YAMATSU YACHI SHOTEN","YAMATSU YACHI SHOTEN"," ","","","","","","","",FALSE,TRUE,FALSE
"431700719",NA,"NO.83GENEIMARU",NA,"JPN","fishing","squid_jigger",2026-05-11 09:53:18,"JPN","HACHINOHE",4,20.58,0,13,8,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0c263e565-55bf-e173-7e03-9409426f58c0?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,0,2006,"","HACHINOHE, AOMORI","JAPAN"," ","YAMATSU YACHI SHOTEN","","YAMATSU YACHI SHOTEN","YAMATSU YACHI SHOTEN"," ","","","","","","","",FALSE,TRUE,FALSE
"431700850",NA,"NO23 CHIDORIMARU","JE3038","JPN","fishing","squid_jigger",2026-05-14 02:04:09,"JPN","HACHINOHE",4,17.88,0,9,6,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ac212114f-f3b1-00ab-786b-e4ea8e3ab18f?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,39.94,1991,"","HACHINOHE, AOMORI","JAPAN","CHIDORI","CHIDORI","JAPAN","CHIDORI","CHIDORI"," ","","","","","","","",FALSE,TRUE,FALSE
"431704470",NA,"GENEIMARU NO.12",NA,"JPN","fishing","squid_jigger",2026-05-12 02:25:20,"JPN","HACHINOHE",4,19.88,0,6,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/408015040-075b-306b-8744-839c1ecc86b2?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,0,1999,"","HACHINOHE, AOMORI","JAPAN"," ","YAMATSU YACHI SHOTEN","","YAMATSU YACHI SHOTEN","YAMATSU YACHI SHOTEN"," ","","","","","","","",FALSE,TRUE,FALSE
"431704480",NA,"NO21YAEMARU",NA,"JPN","fishing","squid_jigger",2026-05-10 22:17:39,"JPN","HACHINOHE",4,21.04,0,9,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebbf24a94-4b15-47c0-51ed-6b3ebdcd96f1?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,0,1999,"","HACHINOHE, AOMORI","JAPAN"," ","YAEMARU GYOGYO","","YAEMARU GYOGYO","YAEMARU GYOGYO"," ","","","","","","","",FALSE,TRUE,FALSE
"431704510",NA,"GENEIMARU NO68",NA,"JPN","fishing","squid_jigger",2026-05-10 22:43:43,"JPN","HACHINOHE",4,21.04,0,4,10,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4fcf3cb27-7c18-93b3-a89c-350a5b06e5ff?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,0,2000,"","HACHINOHE, AOMORI","JAPAN"," ","YAMATSU YACHI SHOTEN","","YAMATSU YACHI SHOTEN","YAMATSU YACHI SHOTEN"," ","","","","","","","",FALSE,TRUE,FALSE
"431709000","9816139","FUKUSHIMA MARU","7KBD","JPN","fishing","inconclusive",2026-05-14 07:04:40,"JPN","ONAHAMA",4,17.67,0,5,26,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c1e786cc3-32ce-3a14-d74b-b4f852b7400a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,63.65,2017,"","IWAKI, FUKUSHIMA","JAPAN"," ","FUKUSHIMA PREFECTURE IWAKI","","FUKUSHIMA PREFECTURE IWAKI","FUKUSHIMA PREFECTURE IWAKI"," ","","","","","","","",FALSE,TRUE,FALSE
"431715000",NA,"TAIKOMARU",NA,"JPN","fishing","drifting_longlines",2026-05-02 22:56:26,"JPN","SHIOGAMA",4,29.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/17b40a9b9-9ab4-cbe4-a085-e717d7940372?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1995,"","MUROTO, KOCHI","JAPAN","TANAKA FISHERIES CO LTD","TANAKA FISHERIES CO LTD","JAPAN","TANAKA FISHERIES CO LTD","TANAKA FISHERIES CO LTD"," ","","","","","","","",TRUE,FALSE,FALSE
"431722000","9115250","TOYOKUNI MARU NO.8","JEHR","JPN","fishing","pole_and_line",2026-05-28 20:12:51,"JPN","YAIZU",3,3.13,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6954ef47e-ec35-8504-148f-d2f4c715dd0a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"431768000",NA,"NIKKO MARU N0,11","JDNH","JPN","fishing","pole_and_line",2026-05-14 07:04:42,"JPN","HIMEJI",4,17.67,0,8,11,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a12f87592-2ea4-920d-513a-f7e582437c69?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,65.07,1995,"KOEI MARU NO. 11","OMAEZAKI, SHIZUOKA","JAPAN"," ","NIKKO SUISAN KK","JAPAN","NIKKO SUISAN KK","NIKKO SUISAN KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431769000",NA,"NIKKO MARU NO.1","JEIK","JPN","fishing","pole_and_line",2026-05-21 22:32:01,"JPN","IESHIMA",4,10.04,0,3,9,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5d2644d71-1f0a-de8c-1320-1d35c29cab5d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,62,1995,"","OMAEZAKI, SHIZUOKA","JAPAN"," ","NIKKO SUISAN KK","JAPAN","NIKKO SUISAN KK","NIKKO SUISAN KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431782000",NA,"KESEN MARU",NA,"JPN","fishing","drifting_longlines",2026-05-11 09:59:08,"JPN","KESENNUMA",4,20.58,0,15,15,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f1135590d-d52f-092f-55a3-17e0e193326d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,38.91,2022,"","KESENNUMA, MIYAGI","JAPAN"," ","KESENNUMA KANAE GYOGYO KK","JAPAN","KESENNUMA KANAE GYOGYO KK","KESENNUMA KANAE GYOGYO KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431783000","9273909","ANDROMEDA LEADER","7KMB","JPN","fishing","inconclusive",2026-05-23 09:11:11,"JPN","MIKAWA",4,8.58,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c784b054a-ae8c-dbab-cd29-f57336fa805b?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431801000","9119751","MEIHO MARU NO.22","JDUT","JPN","fishing","pole_and_line",2026-05-26 02:02:28,"JPN","ISHINOMAKI",4,5.88,0,0,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/46253ee96-6e85-1b40-7519-f7171e287b13?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,0,1995,"KYOYO MARU NO. 2","SHIOGAMA, MIYAGI","JAPAN"," ","MEIHO GYOGYO KK","JAPAN","MEIHO GYOGYO KK","MEIHO GYOGYO KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431801340",NA,"SUZUMARU NO.78","JD4270","JPN","fishing","squid_jigger",2026-05-14 23:40:55,"JPN","HAKODATE",4,17,0,3,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/baee117e1-12c8-b729-0a89-69be2e668bad?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431801390",NA,"SEIRYOUMARU NO.65","JD2755","JPN","fishing","squid_jigger",2026-05-13 02:58:39,"JPN","HAKODATE",4,18.88,0,2,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a71044eeb-b375-8826-8c14-edb2eed6d9fe?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,0,2000,"","SHIRIUCHI, HOKKAIDO","JAPAN"," ","OHARA GYOGYOBU","","OHARA GYOGYOBU","OHARA GYOGYOBU"," ","","","","","","","",FALSE,TRUE,FALSE
"431864000","9942017","GLORIOUS ROSE","7KNW","JPN","fishing","set_longlines",2026-05-28 23:20:28,"CHN","LAMMA ISLAND",3,3,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3e352924e-e96a-6bbd-a139-fe0a7260556a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431882000","9658927","SHOHAKU","7KNX","JPN","fishing","drifting_longlines",2026-05-23 10:17:06,"CAN","TSAWWASSEN",4,8.54,0,0,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/faf6814aa-abf3-38e4-45da-9bb75d68a28c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431900028",NA,"EIHOUMARU NO31","JH3310","JPN","fishing","squid_jigger",2026-05-10 12:17:41,"JPN","JPN-304",4,21.46,0,9,6,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/334220b6d-df6e-8d43-f2fb-e6745d62efb8?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,40.01,1995,"KINSEI MARU NO. 8","NOTO, ISHIKAWA","JAPAN"," ","KINSEI SUISAN","","KINSEI SUISAN","KINSEI SUISAN"," ","","","","","","","",FALSE,TRUE,FALSE
"431900036",NA,"WAZIMAMARU NO.23","JJGQ","JPN","fishing","squid_jigger",2026-05-14 04:28:00,"JPN","HAKODATE",4,17.79,0,5,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a39d33544-40a4-0534-088e-de590d1adc67?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431900038",NA,"HOURAI-MARU/NO28",NA,"JPN","fishing","fishing",2026-05-13 05:32:12,"JPN","HAKODATE",4,18.75,0,5,6,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5a1a8ab22-2f76-3048-a798-96e814faeff5?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431900088",NA,"DAI58KONGOUMARU",NA,"JPN","fishing","squid_jigger",2026-05-11 15:21:42,"JPN","HACHINOHE",4,20.33,0,7,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1369ec44-445d-05ba-e901-80b7558bb8a0?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,0,1998,"","NOTO, ISHIKAWA","JAPAN"," ","YAMASHITA SUISAN YK","","YAMASHITA SUISAN YK","YAMASHITA SUISAN YK"," ","","","","","","","",FALSE,TRUE,FALSE
"431903000","9156747","INARIMARU NO83","JHQK","JPN","fishing","pole_and_line",2026-05-16 10:11:58,"JPN","HIMEJI",4,15.54,0,8,19,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ae31ded75-5106-9472-8da7-4182697dd1c6?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,66,1997,"","KAMISU, IBARAKI","JAPAN"," ","HIROYA SUISAN KK","JAPAN","HIROYA SUISAN KK","HIROYA SUISAN KK","HIROYA SUISAN KK","","","","","","","",TRUE,FALSE,FALSE
"431914000","9161601","KIYO MARU NO.88","JBSW","JPN","fishing","pole_and_line",2026-05-25 22:29:21,"JPN","JPN-356",4,6.04,0,1,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8556142cc-cfe7-607c-89e7-cef9d3e74749?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,61,1997,"","KESENNUMA, MIYAGI","JAPAN"," ","KANESHIMEICHI","JAPAN","KANESHIMEICHI","KANESHIMEICHI"," ","","","","","","","",TRUE,FALSE,FALSE
"431931000",NA,"NO.85KOFUKUMARU","JD2708","JPN","fishing","squid_jigger",2026-05-10 04:04:59,"JPN","HAKODATE",4,21.79,0,6,6,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fea1a7f91-115a-a9cf-df49-e81050b58878?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,0,1997,"WAKASHIO MARU NO. 85","OTARU, HOKKAIDO","JAPAN"," ","ISHIGAKI GYOGYO","","ISHIGAKI GYOGYO","ISHIGAKI GYOGYO"," ","","","","","","","",FALSE,TRUE,FALSE
"431935000","9162576","NIKKO MARU NO51","JFJX","JPN","fishing","pole_and_line",2026-05-23 04:12:03,"JPN","ISHINOMAKI",4,8.79,0,2,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9c893939e-e954-021b-f94e-a1c97fb94098?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,65,1997,"OTOSHIRO MARU NO. 3","OMAEZAKI, SHIZUOKA","JAPAN"," ","NIKKO MARINE","JAPAN","NIKKO MARINE","NIKKO MARINE"," ","","","","","","","",TRUE,FALSE,FALSE
"432256000",NA,"TATSUYOSHIMARU","JM6661","JPN","fishing","pole_and_line",2026-05-27 06:23:15,"JPN","TATEYAMA",4,4.71,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f6c3fbbe0-006a-376c-1216-377cb28ff5c3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,0,2000,"MASA MARU NO. 88","NICHINAN, MIYAZAKI","JAPAN"," ","TAKAMARU SUISAN","","TAKAMARU SUISAN","TAKAMARU SUISAN"," ","","","","","","","",FALSE,TRUE,FALSE
