"MMSI","ais_imo","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","npg_2026_phase_1","npg_2026_phase_2","vv_url","skylight_IMO","skylight_Name","skylight_Skylight.Link","skylight_dark_rendezvous","skylight_eo_landsat_8_9","skylight_fishing_activity_history","skylight_standard_rendezvous","skylight_viirs","IHS_GrossTonnage","IHS_LengthOverallLOA.Meters.","IHS_YearOfBuild","IHS_ExName","IHS_PortofRegistry","CountryOfControlName","IHS_GroupBeneficialOwner","IHS_RegisteredOwner","IHS_RegisteredOwnerCountryOfRegistration","IHS_Operator","IHS_ShipManager","IHS_TechnicalManager","Non.Compliance.History..yes...sister.ship.","Type.of.Non.Compliance","Vessel.Non.Compliance.Description","SisterShip.s.Type.of.Non.Compliance","Sister.Ship.Non.Compliance.Description","SisterShipWithNonComplianceConcerns","Sources","phase1_2025","phase2_2025","inital_list_2026"
"412440484",NA,"FUYUANYU662","BVJJ8","CHN","fishing","fishing",2026-03-20 10:45:41,"CHN","XIAMEN",4,72.54,0,27,63,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0a51c1af7-7fcf-a948-6f31-95cc874c1bde?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE,TRUE
"412440485",NA,"FUYUANYU663","BVJK8","CHN","fishing","fishing",2026-03-20 10:28:59,"CHN","XIAMEN",4,72.54,0,22,24,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/47703cd58-8f0a-9e83-7678-edb72494c4ca?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","C4ADS internal source available upon request",TRUE,FALSE,TRUE
"412440485",NA,"FUYUANYU663","BVJK8","CHN","fishing","fishing",2026-03-20 10:28:59,"CHN","XIAMEN",4,72.54,0,22,24,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/47703cd58-8f0a-9e83-7678-edb72494c4ca?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","",TRUE,FALSE,TRUE
"412440486",NA,"FUYUANYU664","BVJL8","CHN","fishing","fishing",2026-03-20 10:21:10,"CHN","XIAMEN",4,72.54,0,16,11,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/df47505c6-6e70-37da-1a42-1b8fa8844fb2?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE,TRUE
"412440487",NA,"FUYUANYU665","BVJM8","CHN","fishing","fishing",2026-03-20 10:37:52,"CHN","XIAMEN",4,72.54,0,1,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1945987e3-31f6-1277-a374-527afd864151?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","C4ADS internal source available upon request",TRUE,FALSE,TRUE
"412440487",NA,"FUYUANYU665","BVJM8","CHN","fishing","fishing",2026-03-20 10:37:52,"CHN","XIAMEN",4,72.54,0,1,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1945987e3-31f6-1277-a374-527afd864151?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","C4ADS internal source available upon request",TRUE,FALSE,TRUE
"412440682",NA,"FU YUAN YU 8674","BZUY4","CHN","fishing","fishing",2026-04-21 09:37:40,"CHN","NINGBO",4,40.58,0,10,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/18e4b68e7-797b-6278-fdc0-8a841478761e?&start=2026-04-30&end=2026-06-02"")",9869485,"FU YUAN YU 8674","https://app.skylight.earth/vesseldetails/412440682?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,2,0,0,1101,58.74,2018,"","FUZHOU, FUJIAN","CHINA","PINGTAN MARINE ENTERPRISE LTD","FUJIAN PINGTAN COUNTY OCEAN","CHINA","FUJIAN PINGTAN COUNTY OCEAN","FUJIAN PINGTAN COUNTY OCEAN"," ","Both","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","","https://home.treasury.gov/news/press-releases/jy1154",TRUE,FALSE,TRUE
"412440685",NA,"FU YUAN YU 8677","BZUY7","CHN","fishing","fishing",2026-04-21 10:08:09,"CHN","NINGBO",4,40.54,0,11,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a488af23-3445-c221-036c-f6e11818efc8?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1101,58.74,2018,"","FUZHOU, FUJIAN","CHINA","PINGTAN MARINE ENTERPRISE LTD","FUJIAN PINGTAN COUNTY OCEAN","CHINA","FUJIAN PINGTAN COUNTY OCEAN","FUJIAN PINGTAN COUNTY OCEAN"," ","Both","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","","https://home.treasury.gov/news/press-releases/jy1154",TRUE,FALSE,TRUE
"412440686",NA,"FU YUAN YU 8678","BZVL8","CHN","fishing","fishing",2026-05-13 12:10:40,"CHN","NINGBO",4,18.46,0,1,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/954588171-1158-0702-d267-103aedfc38a6?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1101,0,2018,"","FUZHOU, FUJIAN","CHINA","PINGTAN MARINE ENTERPRISE LTD","FUJIAN PINGTAN COUNTY OCEAN","CHINA","FUJIAN PINGTAN COUNTY OCEAN","FUJIAN PINGTAN COUNTY OCEAN"," ","Both","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","","https://home.treasury.gov/news/press-releases/jy1154",TRUE,FALSE,FALSE
"412440697",NA,"FU YUAN YU8661","BZUW7","CHN","fishing","fishing",2026-04-13 10:43:55,"CHN","CHN-2289",4,48.54,0,14,16,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/959b1d382-2363-06eb-df28-0111e97c99f8?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1101,58.74,2018,"","FUZHOU, FUJIAN","CHINA"," ","FUZHOU HONGLONG OCEAN FISHING","CHINA","FUZHOU HONGLONG OCEAN FISHING","FUZHOU HONGLONG OCEAN FISHING"," ","Both","Human Rights / Forced Labor","One of several vessels linked to Pingtan Marine Enterprise or affiliated companies on which incidents of forced labour / labour abuse were reported - in 2019 an Indonesian fisherman reported that he received only $70 for seven months of work on FU YUAN YU 8661, before being transferred to FU YUAN YU 8693, where he was paid only $20 for two months work and fed only rice and raw vegetables","IUU","Multiple vessels in fleet detected by AIS, Oceana, Global Fishing Watch allegedly fishing in Mauritania EEZ without a license","","C4ADS Net Worth report; C4ads internal sources available upon request",TRUE,FALSE,TRUE
"412440807","9931006","FU YUAN YU 7007","BZU1D","CHN","fishing","fishing",2026-03-29 07:34:15,"CHN","SHIDAO",4,63.67,0,41,57,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fed0a376d-d79c-fdff-dacb-fc44204f578a?&start=2026-04-30&end=2026-06-02"")",9931006,"FU YUAN YU 7007","https://app.skylight.earth/vesseldetails/412440807?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,1,0,0,1596,71.3,2021,"","FUZHOU, FUJIAN","CHINA","FUJIAN CHANGFENG FISHERY CO","FUJIAN CHANGFENG FISHERY CO","CHINA","FUJIAN CHANGFENG FISHERY CO","FUJIAN CHANGFENG FISHERY CO"," ","Sister Ship","","","IUU","FU YUAN YU 019 IATTC-authorized fishing vessel— retrieving longline gear in the IATTC Convention Area about 400 miles southwest of the Mexican coast. Sea Shepherd witnessed the vessel using metal branch lines running directly from longline floats in violation of a CMM (C-16-05) that prohibits the use of this type of gear, known as shark lines.","[FU YUAN YU 019]","https://media.fisheries.noaa.gov/2021-08/2021ReporttoCongressonImprovingInternationalFisheriesManagement.pdf",TRUE,FALSE,TRUE
"412549082","9888247","ZHOU YU 918","BZUS8","CHN","fishing","squid_jigger",2026-05-30 21:40:12,"CHN","ZHOUSHAN",3,1.08,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4f01004d4-4d25-94f6-e9b5-13080e620a62?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549084","9888259","ZHOU YU 920","BZUS","CHN","fishing","squid_jigger",2026-05-30 23:10:05,"CHN","ZHOUSHAN",3,1,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cda980afa-aa33-1a71-0c9e-a1236151d2ba?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549085","9888261","ZHOU YU 921","BZUS2","CHN","fishing","squid_jigger",2026-05-30 22:38:29,"CHN","ZHOUSHAN",3,1.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/246d9f7c7-7692-b980-064f-9165323ade52?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549086","9888431","ZHOU YU 922","BZUS3","CHN","fishing","squid_jigger",2026-05-30 22:12:28,"CHN","ZHOUSHAN",3,1.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6a37b2bf4-4d64-3df8-618e-46eeaa84ed3a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549133",NA,"LURONGYUANYU301","BZZU4","CHN","fishing","fishing",2026-03-27 05:11:00,"CHN","SHIDAO",4,65.75,0,14,12,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/71e26b0f7-7c79-c2ba-7708-9f7ce6358652?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,899,53.98,2019,"","SHIDAO, SHANDONG","CHINA","SHANDONG SHAWODAO OCEAN","RONGCHENG CITY RONGYUAN FISH","CHINA","RONGCHENG CITY RONGYUAN FISH","RONGCHENG CITY RONGYUAN FISH"," ","Sister Ship","","","Multiple","LU RONG YUAN YU 668 IUU fishing in the Argentine EEZ and evaded arrest. LU RONG YUAN YU 668/977/978 disembarked dead crew members. LU RONG YUAN YU 978 transshiped without authorization in Uruguay EEZ. Forced labor indicators on the LU RONG YUAN YU 559. 6 fishing vessels in the Rongcheng Rongyuan fleet were accused of switching fishing gear types to an unauthorised type whilst operating within IOTC convention area in 2019. The vessels were recalled to China for inspection by China MOA. ","","https://web.archive.org/web/20210601160526/HTTPS://WWW.GREENPEACE.ORG/STATIC/PLANET4-SOUTHEASTASIA-STATELESS/2021/05/EF65BFE1-GREENPEACE-2021-FORCED-LABOUR-AT-SEA-DIGITAL_FINAL.PDF
https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-678
https://www.infobae.com/america/medio-ambiente/2022/10/04/como-afecta-la-pesca-ilegal-china-en-uruguay-depredacion-del-mar-y-ausencia-de-controles/ 
",TRUE,FALSE,TRUE
"412549134",NA,"LURONGYUANYU302","BBZU5","CHN","fishing","fishing",2026-03-27 05:01:45,"CHN","SHIDAO",4,65.75,0,1,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3af16b887-7691-579a-1ff0-6de31816c9cb?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,899,53.98,2019,"","SHIDAO, SHANDONG","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY"," ","","","","","","","",TRUE,FALSE,TRUE
"412549134",NA,NA,NA,"CHN","fishing","fishing",2026-05-23 19:44:44,"CHN","SHIDAO",4,8.17,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/14551b56a-abf3-31f4-efe2-a2f99b09f9e7?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,899,53.98,2019,"","SHIDAO, SHANDONG","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY"," ","","","","","","","",TRUE,FALSE,TRUE
"412549135",NA,"LU RONG YUAN YU 303","BZZU6","CHN","fishing","fishing",2026-03-27 05:10:02,"CHN","SHIDAO",4,65.75,0,29,53,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/733973421-17ee-8d5c-92b4-036314d53725?&start=2026-04-30&end=2026-06-02"")",9895381,"LU RONG YUAN YU 303","https://app.skylight.earth/vesseldetails/412549135?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",1,0,0,0,0,899,53.98,2019,"","SHIDAO, SHANDONG","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY"," ","Sister Ship","","","Transmission","The Lu Rong Yuan Yu 696 diabled its AIS twice for 180 hours (7.5 days) in March-April 2020 and for 304 hours (12.67 days) April 2020 in the South Atlantic.","","https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-696",TRUE,FALSE,TRUE
"412549136",NA,"LURONGYUANYU305","BZZU7","CHN","fishing","fishing",2026-03-27 05:07:34,"CHN","SHIDAO",4,65.75,0,13,13,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e078fb4ba-ad2d-8882-597b-c4a994f06e20?&start=2026-04-30&end=2026-06-02"")",9895393,"LURONGYUANYU305","https://app.skylight.earth/vesseldetails/412549136?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",4,0,0,0,0,899,53.98,2019,"","SHIDAO, SHANDONG","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY"," ","","","","","","","",TRUE,FALSE,TRUE
"412549137",NA,"LURONGYUANYU306","BZZU8","CHN","fishing","fishing",2026-03-27 05:08:52,"CHN","SHIDAO",4,65.75,0,14,11,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a91a894c-c97e-d8b2-6845-fd34e48dc13f?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,899,53.98,2019,"","SHIDAO, SHANDONG","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY"," ","Sister Ship","","","Transmission","The Lu Rong Yuan Yu 696 diabled its AIS twice for 180 hours (7.5 days) in March-April 2020 and for 304 hours (12.67 days) April 2020 in the South Atlantic.","","https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-696",TRUE,FALSE,TRUE
"412549138",NA,"LURONGYUANYU313","BZZU9","CHN","fishing","fishing",2026-03-27 05:00:11,"CHN","SHIDAO",4,65.75,0,20,50,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/78c85d12e-e26c-d7c5-da14-04e3582b0804?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,899,53.98,2019,"","SHIDAO, SHANDONG","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY","CHINA","SHANDONG HIGHRICH FISHERY","SHANDONG HIGHRICH FISHERY"," ","Sister Ship","","","Transmission","The Lu Rong Yuan Yu 696 diabled its AIS twice for 180 hours (7.5 days) in March-April 2020 and for 304 hours (12.67 days) April 2020 in the South Atlantic.","","https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-696",TRUE,FALSE,TRUE
"412549161",NA,"SHUN ZE 6","BZU3X","CHN","fishing","fishing",2026-05-30 10:57:27,"CHN","DIASHAN",3,1.54,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a2c3ae58-885e-0e7f-7595-5594a57a76a1?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549164","9907043","HONG PU 31","BZU8W","CHN","fishing","fishing",2026-05-30 23:13:09,"CHN","ZOUSHAN",3,1,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7eef9a763-3178-bde9-4de7-05c8a4628360?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549176",NA,"SHUN ZE 805","BZ4V0","CHN","fishing","fishing",2026-05-20 20:19:48,"CHN","LIUHENG",3,11.13,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/28664623e-e5b3-16a8-14e1-102b2699ee23?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549183",NA,"ZHOUPU818","BZU5X","CHN","fishing","fishing",2026-05-21 06:03:49,"CHN","ZOUSHAN",3,10.71,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c6e6977ca-a588-1909-3f65-487f205e79cd?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549192",NA,"JIA DE 56","BZ1UN","CHN","fishing","fishing",2026-05-19 09:37:02,"CHN","ZOUSHAN",3,12.58,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/777b1c2ef-fa06-a629-3d6b-a9291a96a82a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549215","9910727","WAN XIN 76","BZ9UG","CHN","fishing","fishing",2026-05-30 23:09:36,"CHN","ZHOUSHAN",3,1,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f88ba5afe-e5de-39d0-08f2-c3c1be7cca14?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549216","9900758","FU YUAN YU8292","BZU6X","CHN","fishing","fishing",2026-03-30 11:14:10,"KOR","BUSAN",4,62.5,0,30,55,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/65e26ce2b-b7cd-d55e-138e-311b1ef1f887?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1099,57.86,2019,"LU RONG YUAN YU 891","FUZHOU, FUJIAN","CHINA","FUJIAN ZHONGJI OCEAN FISHERY","FUJIAN ZHONGJI OCEAN FISHERY","CHINA","FUJIAN ZHONGJI OCEAN FISHERY","FUJIAN ZHONGJI OCEAN FISHERY"," ","","","","","","","",TRUE,FALSE,TRUE
"412549217","9900760","FU YUAN YU 8293","BZU7X","CHN","fishing","fishing",2026-03-30 11:12:51,"KOR","BUSAN",4,62.5,0,34,57,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7c987bd3f-f44c-7b2c-c31b-f049dc208671?&start=2026-04-30&end=2026-06-02"")",9900760,"FU YUAN YU8293","https://app.skylight.earth/vesseldetails/412549217?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,1,0,0,1099,57.86,2019,"LU RONG YUAN YU 892","FUZHOU, FUJIAN","CHINA","FUJIAN ZHONGJI OCEAN FISHERY","FUJIAN ZHONGJI OCEAN FISHERY","CHINA","FUJIAN ZHONGJI OCEAN FISHERY","FUJIAN ZHONGJI OCEAN FISHERY"," ","","","","","","","",TRUE,FALSE,TRUE
"412549267",NA,"XIN HAI 1258","BZW7S","CHN","fishing","fishing",2026-04-11 07:44:20,"CHN","CHN-2307",4,50.67,0,21,20,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/782089adb-bba2-42c3-8377-b2a4794aa3df?&start=2026-04-30&end=2026-06-02"")",9974735,"XIN HAI 1258","https://app.skylight.earth/vesseldetails/412549267?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",1,0,0,0,0,1501,54.06,2022,"","ZHOUSHAN, ZHEJIANG","HONG KONG, CHINA"," ","ZHOUSHAN XINHAI FISHERY CO LTD","CHINA","ZHOUSHAN XINHAI FISHERY CO LTD","ZHOUSHAN XINHAI FISHERY CO LTD"," ","Sister Ship","","","Human Rights / Forced Labor","Indonesian crew on the XIN HAI 1225 had complaints of several ILO forced labor indicators including: abuse of vulnerability, intimidation and threats, deception, restriction of movement, and withholding of wages/debt bondage ","","https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf",TRUE,FALSE,TRUE
"412549363",NA,"FUYUANYU8635","BZ1VR","CHN","fishing","fishing",2026-04-11 08:45:18,"CHN","CHN-2307",4,50.63,0,35,47,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3dfc692ac-c232-93b7-79b7-63b69a1e49a2?&start=2026-04-30&end=2026-06-02"")",8635,"FUYUANYU8635","https://app.skylight.earth/vesseldetails/412549363?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",5,0,0,0,0,1148,66.96,2021,"","FUZHOU, FUJIAN","CHINA"," ","FUZHOU HONGLONG OCEAN FISHING","CHINA","FUZHOU HONGLONG OCEAN FISHING","FUZHOU HONGLONG OCEAN FISHING"," ","Both","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","","https://home.treasury.gov/news/press-releases/jy1154",TRUE,FALSE,TRUE
"412549364",NA,"FUYUANYU8636","BZ2VR","CHN","fishing","fishing",2026-04-11 08:41:00,"CHN","CHN-2307",4,50.63,0,26,44,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7fe99c124-4fed-a373-a07a-3f85726e4bb7?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,1148,66.96,2021,"","FUZHOU, FUJIAN","CHINA"," ","FUZHOU HONGLONG OCEAN FISHING","CHINA","FUZHOU HONGLONG OCEAN FISHING","FUZHOU HONGLONG OCEAN FISHING"," ","Both","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","","https://home.treasury.gov/news/press-releases/jy1154",TRUE,FALSE,TRUE
