Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,New_vessel
ZHOU YU 939,412549671,1103574,CHN,BKUL,346,44.8,2025,,inconclusive,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-19T01:27:00Z,44.92,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,20,31,https://globalfishingwatch.org/map/vessel/aea700663-3908-b61f-72e7-58522264c30f?&start=2025-04-17&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549671,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOU YU 940,412549672,1103586,CHN,BKUM,346,44.8,2025,,inconclusive,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-19T01:29:00Z,44.92,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,38,38,https://globalfishingwatch.org/map/vessel/fa0c2293d-d401-c7e4-7650-0995ec2e4a93?&start=2025-04-17&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549672,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
ZHOU YU 951,412549673,1103603,CHN,BKUM2,346,44.8,2025,,fishing,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS, ,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-19T01:41:00Z,44.92,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,40,42,https://globalfishingwatch.org/map/vessel/9c4795097-7e65-37aa-4fd7-4dc291d7e1a8?&start=2025-04-17&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549673,3,35,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOU YU 952,412549675,1103641,CHN,BKWI,346,44.8,2025,,fishing,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS, ,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-19T01:46:00Z,44.92,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,40,39,https://globalfishingwatch.org/map/vessel/1386c106c-c64a-d944-a8ea-9a5e5386c106?&start=2025-04-17&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549675,3,44,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOU YU 960,412549573,1033212,CHN,BZSD,349,44.8,2023,LU YAN YUAN YU 620,pole_and_line,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-14T00:50:00Z,49.96,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,25,37,https://globalfishingwatch.org/map/vessel/646547279-9d22-cf21-46f5-2aa1cfe15e79?&start=2025-04-12&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549573,11,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOU YU 961,412549569,1033274,CHN,BZYW,349,44.8,2023,LU YAN YUAN YU 621,fishing,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-14T00:45:00Z,49.96,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,34,40,https://globalfishingwatch.org/map/vessel/12c7004e3-346b-f730-d6e6-3cc53296b4ba?&start=2025-04-12&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549569,8,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOU YU 962,412549571,1033315,CHN,BZYJ,349,44.8,2023,LU YAN YUAN YU 622,fishing,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-14T00:37:00Z,49.96,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,24,38,https://globalfishingwatch.org/map/vessel/1e239f330-0430-689a-6d1a-dcb022de003a?&start=2025-04-12&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549571,16,25,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOU YU 965,412549572,1033327,CHN,BZZG5,349,44.8,2023,LU YAN YUAN YU 626,fishing,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-14T01:22:00Z,49.92,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,26,40,https://globalfishingwatch.org/map/vessel/81ab1db66-606a-c22b-11c3-2929172bf9ab?&start=2025-04-12&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549572,7,36,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOU YU 966,412549575,1033339,CHN,BZZG7,349,44.8,2023,LU YAN YUAN YU 627,fishing,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS, ,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-15T01:08:00Z,48.92,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,31,39,https://globalfishingwatch.org/map/vessel/1370d428f-f8ca-9b7d-305d-cbfc4e4b6a08?&start=2025-04-13&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549575,12,26,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOU YU 967,412549576,1033341,CHN,BZZG7,349,44.8,2023,LU YAN YUAN YU 628,fishing,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS, ,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-19T01:13:00Z,44.92,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,26,34,https://globalfishingwatch.org/map/vessel/df3721930-0f82-a984-06b5-8af92e5f8114?&start=2025-04-17&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549576,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOUYU938,412549601,1046532,CHN,BZVF8,349,44.8,2024,,fishing,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS, ,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-14T00:24:00Z,49.96,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,34,41,https://globalfishingwatch.org/map/vessel/55a6ab640-0147-536b-157b-3b7586c1916f?&start=2025-04-12&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549601,9,34,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ZHOUYU968,412549577,1033353,CHN,BZZG8,349,44.8,2023,LU YAN YUAN YU 629,pole_and_line,"ZHOUSHAN, ZHEJIANG","CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS,"CHINA, PEOPLE'S REPUBLIC OF",CNFC ZHOUSHAN OVERSEAS,CNFC ZHOUSHAN OVERSEAS, ,Sister Ship,,,Multiple,ZHOU YU 929 refused to allow an at sea inspection by a US Coast Guard vessel in the SPRFMO convetion area close to the Galapagos islands in 2022. A motion was made to add this vessel and another China flagged vessel to the SPRFMO IUU list but this was blocked by China. Multiple vessels in fleet have a history of AIS spoofing and transmission gaps. Reports of forced labor on the ZHOU YU 901 and 905. ,"[ZHOU YU 906, ZHOU YU 972, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",FALSE,2025-04-19T01:39:00Z,44.92,CHN,ZHOUSHAN,TRUE,TRUE,TRUE,TRUE,0,13,32,https://globalfishingwatch.org/map/vessel/42f567cf2-2324-6ba1-ab5f-3a8fae34e330?&start=2025-04-17&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412549577,4,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
KAIENMARU NO.88,431004559,8344842,JPN,NA,19,0,2013,,drifting_longlines,"MIYAZAKI, MIYAZAKI",JAPAN, ,DAIKOKUMARU SUISAN INC,,DAIKOKUMARU SUISAN INC,DAIKOKUMARU SUISAN INC, ,,,,,,,,FALSE,2025-05-28T11:53:00Z,5.5,JPN,KATSUURA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/e124f3fdb-b577-fc81-80d0-b7be85d58cae?&start=2025-05-26&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431004559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"KATUMARU NO,31",431004286,8344177,JPN,NA,19,0,2013,,drifting_longlines,"TOSA, KOCHI",JAPAN, ,DAISANKATSUMARU,,DAISANKATSUMARU,DAISANKATSUMARU, ,,,,,,,,FALSE,2025-05-29T00:36:00Z,4.96,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/7aaf516f1-1886-b2a2-6d90-8d6765899c93?&start=2025-05-27&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431004286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
LIEN YU FA NO31,416000855,8554394,TWN,BJ4736,79,26.15,2002,,drifting_longlines,KAOHSIUNG,TAIWAN,DONGCHENG FISHERIES LTD,DONGCHENG FISHERIES LTD,TAIWAN,DONGCHENG FISHERIES LTD,DONGCHENG FISHERIES LTD, ,Sister Ship,,,IUU,DONG CHENG 988 accused of illegal shark finning,[DONG CHENG 988],C4ADS internal source available upon request,FALSE,2025-05-22T05:53:00Z,11.75,TWN,DONGGANG,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/17be01f10-032c-7c09-55ac-5e6cd75d1f7b?&start=2025-05-20&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/416000855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
